    Name     |      Class      | Score 
RICHELLE     |  K63A2 ToanTin  |  9.1  
ANGELIQUE    |  K65A3 KHMT&TT  |  5.4  
ERNESTINA    |   K66A5 KHDL    |  6.9  
VITO         |  K66A4 KHMT&TT  |  6.3  
KENNY        |  K67A1 ToanHoc  |  9.0  
DARELL       |  K65A3 KHMT&TT  |  3.3  
TRESSA       |  K67A2 ToanTin  |  6.5  
HEIDI        |  K64A4 KHMT&TT  |  8.8  
JERROD       |  K66A4 KHMT&TT  |  4.1  
LAVONDA      |  K66A1 ToanHoc  |  9.2  
MARISHA      |  K63A2 ToanTin  |  0.3  
CRISELDA     |  K67A3 KHMT&TT  |  9.9  
SHARON       |  K67A4 KHMT&TT  |  9.8  
ROSELYN      |  K64A3 KHMT&TT  |  8.2  
OMEGA        |  K67A1 ToanHoc  |  0.0  
ISELA        |  K66A4 KHMT&TT  |  0.9  
LOGAN        |  K64A2 ToanTin  |  6.5  
REX          |   K65A5 KHDL    |  7.5  
CHANG        |  K64A1 ToanHoc  |  0.4  
MERYL        |  K63A4 KHMT&TT  |  0.0  
KENNETH      |  K67A4 KHMT&TT  |  5.9  
KRISTOFER    |   K64A5 KHDL    |  8.2  
MIN          |   K67A5 KHDL    |  5.8  
MARCEL       |  K67A2 ToanTin  |  7.4  
ISABEL       |   K65A5 KHDL    |  8.2  
KRYSTINA     |  K67A2 ToanTin  |  6.8  
OSCAR        |  K65A4 KHMT&TT  |  7.7  
AUDREA       |   K64A5 KHDL    |  4.1  
LASHANDRA    |  K67A4 KHMT&TT  |  9.7  
FREEDA       |  K67A3 KHMT&TT  |  1.2  
JOAQUINA     |  K65A1 ToanHoc  |  1.0  
GENNY        |  K65A4 KHMT&TT  |  8.8  
LOURA        |  K63A4 KHMT&TT  |  7.4  
MYESHA       |   K67A5 KHDL    |  6.5  
MERVIN       |  K66A4 KHMT&TT  |  4.6  
CHANG        |  K63A3 KHMT&TT  |  6.1  
STEVEN       |  K67A2 ToanTin  |  0.9  
MARLA        |  K65A2 ToanTin  |  0.8  
CHIA         |   K66A5 KHDL    |  7.1  
HERMA        |  K65A2 ToanTin  |  2.7  
BRET         |   K63A5 KHDL    |  0.2  
BESSIE       |   K67A5 KHDL    |  0.2  
NOLA         |  K64A3 KHMT&TT  |  3.9  
CLORINDA     |  K64A2 ToanTin  |  6.6  
MIRTA        |  K65A4 KHMT&TT  |  0.8  
YI           |  K65A4 KHMT&TT  |  9.2  
LUE          |   K64A5 KHDL    |  1.9  
RODNEY       |   K65A5 KHDL    |  4.7  
BROOKE       |  K65A1 ToanHoc  |  4.1  
MYRTA        |   K66A5 KHDL    |  9.3  
ASSUNTA      |  K65A2 ToanTin  |  7.6  
BERNARDINA   |  K64A4 KHMT&TT  |  2.6  
LESTER       |   K65A5 KHDL    |  8.8  
PEI          |  K63A1 ToanHoc  |  5.8  
LAQUANDA     |  K67A1 ToanHoc  |  5.0  
LYNETTE      |  K64A1 ToanHoc  |  2.2  
SUZAN        |  K66A4 KHMT&TT  |  7.0  
NERY         |   K64A5 KHDL    |  9.2  
WARREN       |  K67A1 ToanHoc  |  6.3  
WILLY        |  K64A3 KHMT&TT  |  9.7  
ANGLA        |  K66A1 ToanHoc  |  1.5  
MINDA        |  K67A3 KHMT&TT  |  4.7  
MARYBELLE    |  K67A4 KHMT&TT  |  2.3  
EASTER       |   K67A5 KHDL    |  0.3  
DANNIE       |  K64A2 ToanTin  |  5.4  
GUILLERMINA  |   K67A5 KHDL    |  2.6  
CASSIE       |   K63A5 KHDL    |  6.2  
SIXTA        |  K65A3 KHMT&TT  |  8.6  
TERESE       |   K63A5 KHDL    |  4.9  
SORAYA       |  K67A1 ToanHoc  |  4.3  
GLENNIS      |  K63A3 KHMT&TT  |  3.2  
MARGARET     |   K64A5 KHDL    |  5.7  
YONG         |   K66A5 KHDL    |  7.4  
SYLVIE       |  K64A4 KHMT&TT  |  2.0  
ROBBIN       |   K63A5 KHDL    |  4.7  
ALAINA       |   K63A5 KHDL    |  0.1  
NAM          |  K66A1 ToanHoc  |  1.4  
THEA         |  K65A1 ToanHoc  |  5.7  
LUKE         |  K63A4 KHMT&TT  |  0.6  
AUDRIE       |  K66A4 KHMT&TT  |  2.4  
ASHLEY       |   K66A5 KHDL    |  4.9  
JOSPEH       |  K66A3 KHMT&TT  |  6.9  
NAKESHA      |  K65A2 ToanTin  |  6.4  
YVONE        |  K66A2 ToanTin  |  9.5  
STACIA       |  K64A1 ToanHoc  |  0.9  
EWA          |   K63A5 KHDL    |  9.3  
RIMA         |  K64A1 ToanHoc  |  2.3  
JANISE       |  K63A4 KHMT&TT  |  3.5  
ALISHA       |  K67A3 KHMT&TT  |  3.4  
LESLIE       |   K65A5 KHDL    |  5.1  
TONA         |   K67A5 KHDL    |  3.2  
CRISTY       |  K66A2 ToanTin  |  0.7  
MARIANELA    |  K64A2 ToanTin  |  9.2  
ERYN         |   K64A5 KHDL    |  7.9  
SYLVIE       |  K65A2 ToanTin  |  3.8  
AUDRY        |   K66A5 KHDL    |  7.2  
HA           |  K65A2 ToanTin  |  2.0  
KATE         |  K64A1 ToanHoc  |  3.7  
KRISTLE      |   K63A5 KHDL    |  5.2  
JILL         |  K65A3 KHMT&TT  |  2.9  
BUSTER       |  K65A1 ToanHoc  |  6.9  
SHARA        |  K66A2 ToanTin  |  5.5  
ASTRID       |  K67A3 KHMT&TT  |  3.5  
DARYL        |  K64A2 ToanTin  |  1.9  
LYNDSAY      |  K64A2 ToanTin  |  1.5  
HUBERT       |  K67A2 ToanTin  |  10.0 
THEOLA       |  K66A1 ToanHoc  |  4.3  
TERRA        |  K66A4 KHMT&TT  |  1.7  
SHANNON      |  K65A3 KHMT&TT  |  2.9  
TAINA        |  K63A2 ToanTin  |  6.4  
BRIAN        |  K65A4 KHMT&TT  |  3.6  
ERNIE        |  K64A3 KHMT&TT  |  4.4  
SARINA       |  K63A4 KHMT&TT  |  6.1  
KYUNG        |  K66A2 ToanTin  |  6.6  
LUCILLA      |   K64A5 KHDL    |  4.0  
URSULA       |  K66A3 KHMT&TT  |  7.1  
TAJUANA      |  K64A3 KHMT&TT  |  0.9  
JESS         |   K65A5 KHDL    |  3.4  
IZOLA        |  K64A3 KHMT&TT  |  3.2  
KRYSTYNA     |  K63A2 ToanTin  |  2.4  
RENE         |  K63A3 KHMT&TT  |  6.1  
ELOUISE      |  K67A2 ToanTin  |  7.1  
JACKLYN      |   K66A5 KHDL    |  7.2  
ALVARO       |  K67A2 ToanTin  |  7.3  
YEE          |  K67A1 ToanHoc  |  8.3  
MAUDE        |  K66A3 KHMT&TT  |  6.2  
MODESTA      |  K63A1 ToanHoc  |  2.0  
JOIE         |  K64A3 KHMT&TT  |  2.5  
JUNG         |  K65A4 KHMT&TT  |  9.7  
SARI         |  K66A2 ToanTin  |  5.4  
EDDY         |   K67A5 KHDL    |  3.0  
MARQUERITE   |  K67A2 ToanTin  |  0.6  
IGNACIO      |  K66A2 ToanTin  |  9.7  
APRYL        |  K63A4 KHMT&TT  |  5.8  
EVERETTE     |  K65A3 KHMT&TT  |  8.6  
BROOK        |   K63A5 KHDL    |  4.3  
ASHANTI      |  K64A1 ToanHoc  |  0.8  
LOUELLA      |  K66A2 ToanTin  |  8.4  
CHIEKO       |  K63A3 KHMT&TT  |  4.9  
SHIRL        |  K63A4 KHMT&TT  |  1.0  
LOREN        |  K66A1 ToanHoc  |  2.4  
NELIA        |  K63A1 ToanHoc  |  4.5  
WILBUR       |   K65A5 KHDL    |  6.5  
MARYLOU      |  K63A3 KHMT&TT  |  2.3  
KARISA       |   K66A5 KHDL    |  6.7  
LYNDIA       |   K67A5 KHDL    |  0.6  
ANASTASIA    |  K67A2 ToanTin  |  4.2  
ADRIENNE     |  K63A4 KHMT&TT  |  8.3  
BELINDA      |  K67A3 KHMT&TT  |  0.5  
SHAMEKA      |  K65A1 ToanHoc  |  1.3  
ILDA         |   K63A5 KHDL    |  8.3  
LISABETH     |  K64A4 KHMT&TT  |  10.0 
LAURINDA     |  K64A4 KHMT&TT  |  7.3  
LATORIA      |  K63A3 KHMT&TT  |  9.6  
NELSON       |  K64A4 KHMT&TT  |  9.6  
MONROE       |  K63A3 KHMT&TT  |  8.6  
SHERITA      |  K63A4 KHMT&TT  |  2.6  
ABIGAIL      |  K67A2 ToanTin  |  2.2  
WEN          |  K66A1 ToanHoc  |  4.7  
SAMUAL       |  K67A4 KHMT&TT  |  4.5  
NERY         |   K65A5 KHDL    |  3.2  
DALLAS       |  K64A4 KHMT&TT  |  7.5  
KEENA        |  K65A1 ToanHoc  |  1.8  
ARACELY      |   K66A5 KHDL    |  8.2  
CAREN        |  K65A2 ToanTin  |  1.7  
LYNETTA      |  K67A4 KHMT&TT  |  2.5  
PATTY        |  K64A3 KHMT&TT  |  0.4  
SHAQUANA     |  K64A1 ToanHoc  |  6.8  
JENI         |  K66A4 KHMT&TT  |  5.8  
JEAN         |   K66A5 KHDL    |  6.2  
CONCEPTION   |  K63A4 KHMT&TT  |  9.5  
ANNELLE      |  K67A1 ToanHoc  |  1.5  
DYLAN        |  K63A2 ToanTin  |  9.0  
LIA          |  K64A3 KHMT&TT  |  7.8  
GLEN         |  K66A2 ToanTin  |  4.6  
ARDELLA      |  K66A2 ToanTin  |  8.3  
WAVA         |  K66A4 KHMT&TT  |  7.6  
LARRY        |  K63A1 ToanHoc  |  7.4  
ROSANA       |  K63A4 KHMT&TT  |  7.9  
MARGART      |  K66A4 KHMT&TT  |  7.8  
MILISSA      |  K67A2 ToanTin  |  6.5  
WINIFRED     |  K63A2 ToanTin  |  3.3  
JOYA         |   K66A5 KHDL    |  4.0  
YASUKO       |  K67A1 ToanHoc  |  8.1  
LIONEL       |  K64A4 KHMT&TT  |  2.4  
MADELAINE    |   K63A5 KHDL    |  4.7  
ROBERT       |  K65A1 ToanHoc  |  5.9  
LORIANN      |  K66A2 ToanTin  |  4.4  
DINORAH      |  K64A1 ToanHoc  |  7.8  
KIA          |  K63A1 ToanHoc  |  9.4  
LETHA        |  K66A1 ToanHoc  |  0.1  
VIVIEN       |   K65A5 KHDL    |  5.9  
OLETA        |  K66A2 ToanTin  |  1.7  
HWA          |   K64A5 KHDL    |  1.0  
KASANDRA     |   K63A5 KHDL    |  6.4  
AKIKO        |  K65A4 KHMT&TT  |  10.0 
RAE          |  K63A3 KHMT&TT  |  5.8  
DODIE        |  K66A2 ToanTin  |  2.0  
SANDRA       |  K66A4 KHMT&TT  |  6.0  
CORRIN       |  K65A4 KHMT&TT  |  9.5  
NEDRA        |  K66A4 KHMT&TT  |  5.0  
JERALDINE    |  K65A1 ToanHoc  |  3.1  
ROSETTA      |  K63A2 ToanTin  |  7.2  
LAEL         |  K66A3 KHMT&TT  |  8.8  
EASTER       |  K65A2 ToanTin  |  10.0 
TOSHIKO      |  K63A3 KHMT&TT  |  0.3  
FATIMA       |  K65A3 KHMT&TT  |  5.5  
ARVILLA      |  K64A3 KHMT&TT  |  3.6  
DENIS        |  K67A3 KHMT&TT  |  2.6  
LORI         |  K66A3 KHMT&TT  |  8.7  
EVON         |  K66A2 ToanTin  |  6.3  
KIMBERY      |   K65A5 KHDL    |  2.0  
GERMAINE     |   K64A5 KHDL    |  8.6  
LACY         |  K67A4 KHMT&TT  |  6.1  
AUDRA        |   K66A5 KHDL    |  6.1  
MARYETTA     |  K63A3 KHMT&TT  |  4.6  
SHERIKA      |   K63A5 KHDL    |  9.1  
ASHLI        |   K65A5 KHDL    |  3.4  
MIGUEL       |  K66A3 KHMT&TT  |  1.0  
BUDDY        |   K66A5 KHDL    |  7.1  
MISHA        |  K66A3 KHMT&TT  |  2.1  
OTILIA       |  K64A2 ToanTin  |  4.1  
JANESSA      |  K63A1 ToanHoc  |  0.0  
JEN          |  K65A4 KHMT&TT  |  2.1  
MELANIE      |   K66A5 KHDL    |  7.1  
BLAIR        |  K65A4 KHMT&TT  |  6.2  
VIKI         |  K63A2 ToanTin  |  1.3  
TALITHA      |  K65A3 KHMT&TT  |  9.2  
CHRISTEN     |  K67A1 ToanHoc  |  7.5  
BRANDEE      |  K63A2 ToanTin  |  3.2  
CALLIE       |  K66A1 ToanHoc  |  3.4  
HILDE        |  K67A1 ToanHoc  |  3.9  
DEVORA       |  K67A1 ToanHoc  |  7.5  
SEASON       |  K66A2 ToanTin  |  2.1  
TINY         |  K64A1 ToanHoc  |  0.2  
SHELBY       |  K64A2 ToanTin  |  4.1  
SHONDRA      |  K64A2 ToanTin  |  8.9  
MARTA        |  K64A1 ToanHoc  |  7.9  
GRADY        |  K64A2 ToanTin  |  5.0  
DREAMA       |  K66A4 KHMT&TT  |  8.1  
LEONARDO     |  K63A2 ToanTin  |  0.7  
ELLEN        |  K66A3 KHMT&TT  |  4.4  
CATHERINE    |  K66A3 KHMT&TT  |  9.6  
VI           |   K66A5 KHDL    |  1.3  
ANNMARIE     |  K67A4 KHMT&TT  |  3.4  
BEE          |  K63A4 KHMT&TT  |  5.2  
LESLEE       |  K65A4 KHMT&TT  |  4.6  
KATE         |  K65A4 KHMT&TT  |  4.0  
VINCENZO     |  K63A3 KHMT&TT  |  5.9  
LYNDSAY      |  K66A2 ToanTin  |  0.6  
HERSHEL      |  K66A4 KHMT&TT  |  4.6  
LESTER       |  K64A2 ToanTin  |  1.2  
JENI         |  K65A2 ToanTin  |  9.4  
HELLEN       |  K67A3 KHMT&TT  |  3.4  
BROCK        |  K63A4 KHMT&TT  |  3.7  
YVONNE       |   K66A5 KHDL    |  1.0  
TANEKA       |  K64A1 ToanHoc  |  4.7  
KATHLEEN     |   K63A5 KHDL    |  5.5  
LUVENIA      |  K64A1 ToanHoc  |  4.6  
BECKY        |   K67A5 KHDL    |  3.0  
DANNY        |   K65A5 KHDL    |  7.1  
ANNABELL     |  K67A4 KHMT&TT  |  2.3  
MARIAM       |   K67A5 KHDL    |  7.2  
FALLON       |  K65A2 ToanTin  |  8.7  
JOHANNE      |  K63A2 ToanTin  |  1.2  
CAMERON      |  K65A1 ToanHoc  |  7.4  
JENIFFER     |  K67A2 ToanTin  |  4.4  
ROSEANNE     |  K65A1 ToanHoc  |  3.0  
JOE          |  K66A1 ToanHoc  |  3.4  
CHARLES      |  K63A4 KHMT&TT  |  9.3  
SHAWNTA      |   K65A5 KHDL    |  2.3  
ANNETT       |  K66A3 KHMT&TT  |  7.2  
IDELLA       |  K64A2 ToanTin  |  6.5  
ARON         |  K66A4 KHMT&TT  |  2.3  
ELBERT       |   K65A5 KHDL    |  8.9  
BETTINA      |  K65A1 ToanHoc  |  0.9  
ONEIDA       |  K63A3 KHMT&TT  |  8.6  
WALLACE      |  K64A4 KHMT&TT  |  7.1  
LEONA        |  K66A2 ToanTin  |  9.9  
CAMERON      |  K65A4 KHMT&TT  |  5.6  
THERESA      |  K66A1 ToanHoc  |  2.9  
YANIRA       |  K64A3 KHMT&TT  |  5.9  
ANGILA       |  K66A1 ToanHoc  |  5.0  
LOISE        |   K65A5 KHDL    |  1.3  
MERNA        |   K64A5 KHDL    |  5.3  
BRITTNEY     |  K67A4 KHMT&TT  |  5.9  
LORIANN      |  K67A1 ToanHoc  |  6.2  
RICARDO      |  K63A3 KHMT&TT  |  6.7  
SEYMOUR      |  K64A4 KHMT&TT  |  9.0  
ERNESTINE    |  K63A2 ToanTin  |  3.0  
ANTONY       |  K63A3 KHMT&TT  |  3.9  
ADINA        |  K66A2 ToanTin  |  1.2  
DONNETTA     |   K65A5 KHDL    |  4.1  
LEOMA        |  K63A4 KHMT&TT  |  5.0  
SAMUAL       |  K64A1 ToanHoc  |  9.2  
DESIRE       |  K67A1 ToanHoc  |  10.0 
LOMA         |   K65A5 KHDL    |  5.1  
SAMUAL       |  K63A4 KHMT&TT  |  1.4  
KRISSY       |   K65A5 KHDL    |  5.7  
MALIKA       |   K67A5 KHDL    |  2.3  
ELLIS        |  K63A4 KHMT&TT  |  3.4  
ANASTACIA    |  K63A2 ToanTin  |  0.5  
MARISSA      |  K65A2 ToanTin  |  2.5  
VINA         |  K63A4 KHMT&TT  |  9.3  
NELLA        |   K64A5 KHDL    |  2.0  
CEOLA        |  K67A3 KHMT&TT  |  4.5  
GRICELDA     |  K67A3 KHMT&TT  |  5.7  
DIONE        |   K64A5 KHDL    |  5.4  
VICTOR       |  K64A3 KHMT&TT  |  9.0  
CLARENCE     |  K63A1 ToanHoc  |  2.3  
THEDA        |  K65A4 KHMT&TT  |  8.5  
IVANA        |  K64A3 KHMT&TT  |  6.2  
OLIVE        |  K63A1 ToanHoc  |  0.5  
RHODA        |  K65A4 KHMT&TT  |  5.6  
MARINDA      |  K67A2 ToanTin  |  5.2  
JULIANE      |  K65A3 KHMT&TT  |  9.8  
SIMON        |  K65A3 KHMT&TT  |  3.5  
VERDA        |  K63A2 ToanTin  |  0.4  
DOMINGO      |  K65A2 ToanTin  |  7.8  
KATHERYN     |   K64A5 KHDL    |  7.6  
TANISHA      |  K66A1 ToanHoc  |  9.7  
ALYSON       |   K64A5 KHDL    |  9.9  
DAHLIA       |  K65A3 KHMT&TT  |  8.7  
KERSTIN      |  K64A3 KHMT&TT  |  2.4  
REGGIE       |   K66A5 KHDL    |  0.0  
DOMINGO      |  K64A4 KHMT&TT  |  8.4  
CORTEZ       |  K65A4 KHMT&TT  |  5.9  
KERI         |  K66A1 ToanHoc  |  2.8  
BROOKE       |  K64A2 ToanTin  |  4.9  
JEANNE       |  K66A4 KHMT&TT  |  8.6  
SHARLEEN     |   K67A5 KHDL    |  5.1  
BECKIE       |  K64A3 KHMT&TT  |  4.5  
JAMEY        |  K63A1 ToanHoc  |  9.1  
HEATHER      |   K63A5 KHDL    |  4.6  
CARMINE      |  K64A4 KHMT&TT  |  9.4  
BEA          |  K63A1 ToanHoc  |  6.2  
TRENT        |  K63A3 KHMT&TT  |  7.0  
SHANNAN      |  K64A1 ToanHoc  |  3.6  
DORTHEA      |  K67A3 KHMT&TT  |  1.7  
JANUARY      |   K65A5 KHDL    |  2.7  
CHANTEL      |   K64A5 KHDL    |  3.9  
AUTUMN       |  K67A3 KHMT&TT  |  1.3  
SANDY        |  K66A1 ToanHoc  |  2.6  
PARTICIA     |  K66A1 ToanHoc  |  5.8  
LINDY        |  K63A1 ToanHoc  |  8.7  
KARRI        |   K63A5 KHDL    |  6.8  
LEA          |  K65A4 KHMT&TT  |  9.4  
STERLING     |   K67A5 KHDL    |  6.3  
LOREN        |   K65A5 KHDL    |  10.0 
FLOR         |  K66A4 KHMT&TT  |  8.6  
ARLYNE       |  K64A3 KHMT&TT  |  2.1  
ROLANDO      |  K66A4 KHMT&TT  |  4.5  
MAREN        |  K65A2 ToanTin  |  1.0  
KYRA         |  K66A2 ToanTin  |  3.2  
PABLO        |   K67A5 KHDL    |  9.5  
CHERISH      |  K65A2 ToanTin  |  5.9  
MATHA        |  K67A1 ToanHoc  |  4.5  
NGOC         |  K64A1 ToanHoc  |  8.6  
MARYLAND     |  K64A1 ToanHoc  |  8.2  
GIUSEPPINA   |  K63A2 ToanTin  |  6.7  
LIONEL       |  K65A1 ToanHoc  |  3.6  
LIZ          |  K66A2 ToanTin  |  3.1  
TESSIE       |  K65A2 ToanTin  |  4.5  
ZACK         |  K64A2 ToanTin  |  9.7  
SUNG         |  K64A3 KHMT&TT  |  7.1  
MARQUITTA    |  K66A3 KHMT&TT  |  4.4  
ARMIDA       |  K65A1 ToanHoc  |  9.5  
MOON         |  K67A1 ToanHoc  |  4.7  
BESS         |  K66A3 KHMT&TT  |  8.9  
DESIRAE      |  K63A4 KHMT&TT  |  7.4  
TEMPIE       |  K66A4 KHMT&TT  |  0.4  
ANNABELLE    |  K67A2 ToanTin  |  5.2  
LENNIE       |  K65A4 KHMT&TT  |  2.9  
WAVA         |  K63A1 ToanHoc  |  6.1  
CLINTON      |  K63A2 ToanTin  |  0.4  
BILLIE       |   K65A5 KHDL    |  5.3  
MEGAN        |  K64A1 ToanHoc  |  1.8  
NELIDA       |  K67A4 KHMT&TT  |  3.6  
ROXIE        |  K64A1 ToanHoc  |  1.7  
DREAMA       |  K67A4 KHMT&TT  |  1.6  
DARLINE      |  K67A4 KHMT&TT  |  4.6  
TIERRA       |  K66A3 KHMT&TT  |  8.3  
TRUDY        |  K63A4 KHMT&TT  |  9.4  
LASHUNDA     |  K64A1 ToanHoc  |  3.8  
MINERVA      |  K63A1 ToanHoc  |  2.2  
CLEMENCIA    |  K67A3 KHMT&TT  |  6.1  
AMADA        |  K63A3 KHMT&TT  |  1.8  
LOURDES      |  K67A2 ToanTin  |  2.1  
NISHA        |  K66A3 KHMT&TT  |  7.9  
AUTUMN       |  K66A3 KHMT&TT  |  7.8  
MATILDA      |   K66A5 KHDL    |  7.1  
MARYJO       |   K67A5 KHDL    |  9.4  
ANTIONE      |   K65A5 KHDL    |  0.5  
MARCHELLE    |  K65A2 ToanTin  |  7.9  
META         |   K63A5 KHDL    |  2.1  
HYE          |   K67A5 KHDL    |  9.7  
KEENA        |   K64A5 KHDL    |  5.0  
LOREEN       |  K66A2 ToanTin  |  4.0  
AZZIE        |  K63A1 ToanHoc  |  9.3  
MIKKI        |   K67A5 KHDL    |  0.9  
ELIA         |   K67A5 KHDL    |  8.8  
MEGHAN       |   K65A5 KHDL    |  1.1  
TINA         |  K65A4 KHMT&TT  |  0.6  
RICKIE       |   K65A5 KHDL    |  4.1  
ARNOLD       |  K67A1 ToanHoc  |  7.4  
JAQUELINE    |   K65A5 KHDL    |  2.5  
HILLARY      |   K67A5 KHDL    |  5.2  
PENNIE       |  K63A3 KHMT&TT  |  7.5  
JANUARY      |   K65A5 KHDL    |  1.3  
MAUDE        |  K67A4 KHMT&TT  |  5.7  
CHERYLL      |  K66A1 ToanHoc  |  6.3  
DIGNA        |  K67A4 KHMT&TT  |  9.1  
MARGERT      |   K64A5 KHDL    |  9.5  
KAITLIN      |   K67A5 KHDL    |  9.6  
ALENE        |  K66A3 KHMT&TT  |  7.7  
RUTHE        |  K65A4 KHMT&TT  |  5.0  
TREY         |  K67A2 ToanTin  |  2.1  
AARON        |  K65A3 KHMT&TT  |  7.2  
JOHANNA      |  K66A3 KHMT&TT  |  0.6  
DRUSILLA     |  K66A3 KHMT&TT  |  7.7  
MADELYN      |   K65A5 KHDL    |  0.2  
SHANEKA      |  K67A1 ToanHoc  |  5.0  
EDISON       |  K64A3 KHMT&TT  |  1.7  
FERNANDA     |  K66A3 KHMT&TT  |  9.0  
ANITRA       |  K63A4 KHMT&TT  |  1.8  
ROCHELL      |   K64A5 KHDL    |  2.9  
TREENA       |  K66A4 KHMT&TT  |  1.3  
SEBRINA      |   K65A5 KHDL    |  5.2  
FREIDA       |  K64A1 ToanHoc  |  1.5  
HAE          |  K66A1 ToanHoc  |  5.2  
ARLIE        |   K63A5 KHDL    |  9.3  
CHARLEY      |  K64A4 KHMT&TT  |  4.1  
ALEEN        |  K67A3 KHMT&TT  |  0.9  
LARHONDA     |  K64A1 ToanHoc  |  5.8  
LEXIE        |   K67A5 KHDL    |  2.4  
VICKI        |  K63A1 ToanHoc  |  6.0  
CALLIE       |  K64A2 ToanTin  |  6.4  
FRANCIS      |  K67A4 KHMT&TT  |  9.4  
HALEY        |  K65A1 ToanHoc  |  6.7  
CHERRI       |   K63A5 KHDL    |  0.2  
IDELLA       |  K63A4 KHMT&TT  |  0.8  
CLEORA       |  K66A2 ToanTin  |  6.6  
LATOYIA      |  K64A1 ToanHoc  |  9.8  
EMELIA       |  K67A4 KHMT&TT  |  8.2  
CELIA        |  K66A2 ToanTin  |  7.4  
LECIA        |  K63A2 ToanTin  |  6.9  
DIONE        |  K65A4 KHMT&TT  |  5.6  
KYMBERLY     |  K64A4 KHMT&TT  |  10.0 
CHANDRA      |   K66A5 KHDL    |  6.3  
GARTH        |  K63A2 ToanTin  |  8.1  
JEWELL       |  K67A2 ToanTin  |  4.7  
CAROLINE     |  K63A4 KHMT&TT  |  2.3  
KARENA       |   K65A5 KHDL    |  7.2  
MARGERY      |  K66A4 KHMT&TT  |  8.1  
DARNELL      |   K64A5 KHDL    |  1.9  
RENEA        |  K65A2 ToanTin  |  7.8  
LYLA         |  K64A4 KHMT&TT  |  3.9  
MEAGAN       |  K63A3 KHMT&TT  |  7.8  
ELISEO       |  K66A3 KHMT&TT  |  6.2  
ODILIA       |   K67A5 KHDL    |  8.4  
GENNIE       |  K67A3 KHMT&TT  |  9.2  
AUDRA        |  K64A2 ToanTin  |  9.6  
LORA         |  K64A1 ToanHoc  |  8.3  
MUOI         |  K67A1 ToanHoc  |  8.0  
LAUNA        |  K64A3 KHMT&TT  |  3.3  
ALISHA       |  K67A3 KHMT&TT  |  10.0 
WARD         |  K65A4 KHMT&TT  |  1.1  
SO           |  K63A2 ToanTin  |  7.7  
MOISES       |   K65A5 KHDL    |  9.1  
ROSE         |  K67A1 ToanHoc  |  0.9  
LYDIA        |  K66A4 KHMT&TT  |  0.3  
TANDRA       |   K63A5 KHDL    |  9.4  
BREANNA      |  K66A1 ToanHoc  |  5.6  
GERMAN       |  K65A3 KHMT&TT  |  7.8  
ROXIE        |  K65A3 KHMT&TT  |  0.3  
ELWOOD       |   K67A5 KHDL    |  2.3  
ROSAMARIA    |  K66A2 ToanTin  |  7.5  
SHARILYN     |  K63A4 KHMT&TT  |  1.1  
LENNIE       |  K67A2 ToanTin  |  9.0  
CLAUDE       |   K65A5 KHDL    |  0.2  
LATINA       |  K67A3 KHMT&TT  |  1.1  
AMADA        |  K67A1 ToanHoc  |  6.0  
TRACIE       |  K67A3 KHMT&TT  |  3.7  
GRAZYNA      |  K64A4 KHMT&TT  |  5.3  
KENYETTA     |  K65A4 KHMT&TT  |  4.6  
ARLENE       |  K66A4 KHMT&TT  |  1.2  
BRUNO        |  K63A4 KHMT&TT  |  8.1  
YELENA       |  K67A3 KHMT&TT  |  2.5  
BETHANY      |  K65A1 ToanHoc  |  1.8  
YADIRA       |  K64A4 KHMT&TT  |  0.1  
BLANCH       |  K65A1 ToanHoc  |  0.4  
DAYNA        |  K67A4 KHMT&TT  |  5.1  
DONITA       |   K63A5 KHDL    |  3.6  
ORALEE       |  K64A4 KHMT&TT  |  4.5  
FIDELA       |  K65A1 ToanHoc  |  3.2  
ADRIANNA     |  K65A4 KHMT&TT  |  1.8  
JOLENE       |  K64A4 KHMT&TT  |  5.4  
ALESIA       |   K66A5 KHDL    |  9.8  
JOSHUA       |  K67A4 KHMT&TT  |  2.5  
AHMED        |  K67A2 ToanTin  |  2.4  
JESSIKA      |  K63A4 KHMT&TT  |  9.5  
ESTEFANA     |  K63A2 ToanTin  |  5.1  
MARCEL       |  K63A1 ToanHoc  |  9.3  
CONSUELO     |  K63A2 ToanTin  |  2.8  
TISHA        |  K67A3 KHMT&TT  |  6.1  
GILBERTE     |  K67A1 ToanHoc  |  6.9  
RENETTA      |  K65A3 KHMT&TT  |  3.9  
KAYLEEN      |  K66A3 KHMT&TT  |  0.4  
TRANG        |  K65A3 KHMT&TT  |  8.7  
TEMEKA       |  K66A1 ToanHoc  |  4.5  
JUDE         |   K65A5 KHDL    |  7.7  
JENNINE      |   K66A5 KHDL    |  0.0  
JORDAN       |  K63A2 ToanTin  |  7.7  
CARISA       |  K66A2 ToanTin  |  9.6  
PORSCHE      |  K65A4 KHMT&TT  |  1.9  
ARMANDINA    |  K65A2 ToanTin  |  9.5  
KIMBERLEE    |  K63A3 KHMT&TT  |  7.7  
CARINA       |  K66A3 KHMT&TT  |  7.1  
THEO         |  K63A1 ToanHoc  |  4.5  
BEATRIZ      |  K64A3 KHMT&TT  |  9.3  
RETTA        |  K64A3 KHMT&TT  |  9.6  
DORLA        |  K63A2 ToanTin  |  5.2  
BLANCHE      |  K67A2 ToanTin  |  8.9  
